name,road,sidewalk,building,wall,fence,pole,light,sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motocycle,bicycle
00132.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00133.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00134.png,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00135.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00136.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00137.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00138.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00139.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00140.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00141.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False
00142.png,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False
00143.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
00144.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True
00145.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00146.png,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True
00147.png,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True
00148.png,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True
00149.png,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True
00150.png,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True
00151.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00152.png,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False
00153.png,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False
00154.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00155.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False
00156.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00157.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False
00158.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00159.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False
00160.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00161.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00162.png,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False
00163.png,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False
00164.png,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False
00165.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
00166.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False
00167.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False
00168.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00169.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
00170.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00171.png,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False
00172.png,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
00173.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00174.png,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,False,False
00175.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False
00176.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00177.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00178.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False
00179.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00180.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00181.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00182.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00183.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00184.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00185.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
00186.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00187.png,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False
00188.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
00189.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00190.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00191.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00192.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00193.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00194.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00195.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00196.png,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False
00197.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00198.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False
00199.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False
00200.png,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False
00201.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
00202.png,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False
00203.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
00204.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00205.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00206.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00207.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00208.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False
00209.png,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False
00210.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00211.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00212.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00213.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00214.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00215.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00216.png,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False
00217.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00218.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00219.png,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False
00220.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00221.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False
00222.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False
00223.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00224.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00225.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00226.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00227.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00228.png,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False
00229.png,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False
00230.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00231.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00232.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00233.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False
00234.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False
00235.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00236.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00237.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00238.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00239.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00240.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00241.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00242.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00243.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00244.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00245.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00246.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00247.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00248.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00249.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00250.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00251.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00252.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00253.png,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False
00254.png,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False
00255.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00256.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00257.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00258.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00259.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00260.png,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False
00261.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00262.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00263.png,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False
00264.png,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00265.png,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00266.png,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00267.png,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False
00268.png,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00269.png,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00270.png,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00271.png,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00272.png,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00273.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00274.png,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False
00275.png,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00276.png,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False
00277.png,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False
00278.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00279.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00280.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00281.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00282.png,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
00283.png,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False
00284.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00285.png,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
00286.png,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
00287.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False
00288.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00289.png,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False
00290.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False
00291.png,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False
00292.png,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False
00293.png,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False
00294.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00295.png,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False
00296.png,True,False,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False
00297.png,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False
00298.png,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False
00299.png,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False
00300.png,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False
00301.png,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False
00302.png,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False
00303.png,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False
00304.png,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False
00305.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00306.png,True,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False
00307.png,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
00308.png,True,False,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False
00309.png,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
00310.png,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
00311.png,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
00312.png,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False
00313.png,True,False,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False
00314.png,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False
00315.png,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False
00316.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00317.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00318.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00319.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00320.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00321.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False
00322.png,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
